Date,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
2016-01-31,1976.29052734375,5887.923828125,12.949020385742188,77.71446228027344,12.957950592041016,77.7167739868164,2.073640823364258,7.0,0.5,10710,,,,,78354643,6419251,
2016-02-01,1926.6275634765625,4103.3740234375,12.949955940246582,77.71488952636719,12.958966255187988,77.71683502197266,5.6197686195373535,25.0,0.5,7946,,,,,77899032,5586955,
2016-02-02,1887.854248046875,4142.1982421875,12.949944496154785,77.71459197998047,12.95846939086914,77.717529296875,1.1957216262817383,15.0,0.5,8399,,,,,80502355,4937169,
2016-02-03,1911.707763671875,4377.88232421875,12.94921588897705,77.7147445678711,12.958966255187988,77.71683502197266,2.1927225589752197,18.0,0.5,9556,,,,,77439091,5336924,
2016-02-04,896.3438720703125,2738.4287109375,12.957917213439941,77.71560668945312,12.958966255187988,77.71675109863281,,,,5078,,,,,34253114,3235096,
2017-01-10,1378.0986328125,,,,,,,,,,,,,,,,
2017-01-11,1593.25,,,,,,,,,,,,,,,,
2017-01-12,1593.25,,,,,,,,,,,,,,,,
2017-01-13,1593.25,,,,,,,,,,,,,,,,
2017-01-14,1593.25,,,,,,,,,,,,,,,,
2017-01-15,1593.25,,,,,,,,,,,,,,,,
